,prices,location,furnished,owner,link,title,area,type,dates,text,bathrooms,text1,co-ordinate,depo
105,"10,000","Matoshree chinchwad gaon ,Chinchwad Gaon, Chinchwad,Pune",Semi Furnished,SK's Reality,https://housing.com/rent/5086659-700-sqft-1-bhk-independent-house-on-rent-in-chinchwad-pune,1 BHK Independent House for rent in Chinchwad,700 sq.ft,,,,,,,
106,"38,000","Rohan Mithila, Mhada Colony, Viman Nagar,Pune",Semi Furnished,Sanat Thakur,https://housing.com/rent/4285351-1790-sqft-2-bhk-independent-house-on-rent-in-viman-nagar-pune,2 BHK Independent House for rent in Viman Nagar,1790 sq.ft,,,,,,,
107,"16,500","Somnath Nagar, Wadgaon Sheri,Pune",Fully Furnished,Infra Nest,https://housing.com/rent/5308363-650-sqft-1-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,1 BHK Independent House for rent in Wadgaon Sheri,650 sq.ft,,,,,,,
108,"30,000","Mittal Upper Crest, Nyati County, Mohammed Wadi,Pune",Fully Furnished,M&M Consultancy,https://housing.com/rent/4674571-1400-sqft-3-bhk-independent-house-on-rent-in-mohammed-wadi-pune,3 BHK Independent House for rent in Mohammed Wadi,1400 sq.ft,,,,,,,
109,"34,000","Kolte Patil Life Republic Sector R2 2nd Avenue, Hinjewadi, Pune",Semi Furnished,Pooja Kapare,https://housing.com/rent/6549658-1800-sqft-4-bhk-independent-house-on-rent-in-hinjewadi-pune,4 BHK Independent House for rent in Hinjewadi,1800 sq.ft,,,,,,,
110,"8,000","Gangotri Park,Sai Vittal Nagar, Bhosari,Pune",Unfurnished,Kailas Wadghule,https://housing.com/rent/4750791-550-sqft-1-bhk-independent-house-on-rent-in-bhosari-pune,1 BHK Independent House for rent in Bhosari,550 sq.ft,,,,,,,
111,"29,500","Dreams Belle Vue, Bavdhan, Pune",Unfurnished,Metro Space Reality,https://housing.com/rent/6687676-1100-sqft-2-bhk-independent-house-on-rent-in-bavdhan-pune,2 BHK Independent House for rent in Bavdhan,1100 sq.ft,,,,,,,
112,"45,000","Kolte Patil Life Republic Sector R2 2nd Avenue, Hinjewadi, Pune",Fully Furnished,Landmark Consultants,https://housing.com/rent/3514248-3000-sqft-4-bhk-independent-house-on-rent-in-hinjewadi-pune,4 BHK Independent House for rent in Hinjewadi,3000 sq.ft,,,,,,,
113,"3,500","Hingne Budrukh, Karve Nagar,Pune",Fully Furnished,Sumit,https://housing.com/rent/6533249-500-sqft-1-rk-independent-house-on-rent-in-karve-nagar-pune,1 RK Independent House for rent in Karve Nagar,500 sq.ft,,,,,,,
114,"3,000","Pradhikaran, Nigdi,Pune",Semi Furnished,Mohan Kari,https://housing.com/rent/6307524-400-sqft-1-rk-independent-house-on-rent-in-nigdi-pune,1 RK Independent House for rent in Nigdi,400 sq.ft,,,,,,,
115,"6,500","Sanjay Park, Pune",Unfurnished,Mujaawar S M,https://housing.com/rent/5033082-275-sqft-1-rk-independent-house-on-rent-in-sanjay-park-pune,1 RK Independent House for rent in Sanjay Park,275 sq.ft,,,,,,,
116,"15,000","Aundh ,Wireless Colony, Aundh,Pune",Unfurnished,Axiom Realtors,https://housing.com/rent/6077041-900-sqft-1-bhk-independent-house-on-rent-in-aundh-pune,1 BHK Independent House for rent in Aundh,900 sq.ft,,,,,,,
117,"15,000","Ashoka Nagar, Kharadi,Pune",Semi Furnished,Prashant Dhamdhere,https://housing.com/rent/6702973-650-sqft-1-bhk-independent-house-on-rent-in-kharadi-pune,1 BHK Independent House for rent in Kharadi,650 sq.ft,,,,,,,
118,"7,500","Jadhav Nagar, Mundhwa,Pune",Semi Furnished,Kiran Dubal,https://housing.com/rent/4223722-650-sqft-1-bhk-independent-house-on-rent-in-mundhwa-pune,1 BHK Independent House for rent in Mundhwa,650 sq.ft,,,,,,,
119,"6,000","Bibwewadi, Pune",Unfurnished,Swapnil Mali,https://housing.com/rent/5963252-550-sqft-1-rk-independent-house-on-rent-in-bibwewadi-pune,1 RK Independent House for rent in Bibwewadi,550 sq.ft,,,,,,,
120,"16,000","Sai Namrata,Dadaji Vasti, Lohegaon,Pune",Fully Furnished,Sai Realty,https://housing.com/rent/6666818-1367-sqft-2-bhk-independent-house-on-rent-in-lohegaon-pune,2 BHK Independent House for rent in Lohegaon,1367 sq.ft,,,,,,,
121,"1,00,000","Rohan Madhuban, Bavdhan, Pune",Fully Furnished,Rajesh Paralkar,https://housing.com/rent/5881580-5050-sqft-4-bhk-independent-house-on-rent-in-bavdhan-pune,4 BHK Independent House for rent in Bavdhan,5050 sq.ft,,,,,,,
122,"12,000","Raghuveer Nagar,Raghuveer Nagar, Wadgaon Sheri,Pune",Semi Furnished,URBAN HOMES,https://housing.com/rent/6706933-650-sqft-1-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,1 BHK Independent House for rent in Wadgaon Sheri,650 sq.ft,,,,,,,
123,"8,000","Dnyanved Residency,Kuthwad Colony, Lohegaon,Pune",Unfurnished,Nileema Gawande,https://housing.com/rent/5509302-650-sqft-1-bhk-independent-house-on-rent-in-lohegaon-pune,1 BHK Independent House for rent in Lohegaon,650 sq.ft,,,,,,,
124,"18,500","Chinchwad, Pune",Semi Furnished,Srikant Kulkarni,https://housing.com/rent/6503271-1500-sqft-3-bhk-independent-house-on-rent-in-chinchwad-pune,3 BHK Independent House for rent in Chinchwad,1500 sq.ft,,,,,,,
125,"35,000","Lokmanya Colony, Kothrud,Pune",Unfurnished,Deepak Palshikar,https://housing.com/rent/6566586-1200-sqft-2-bhk-independent-house-on-rent-in-kothrud-pune,2 BHK Independent House for rent in Kothrud,1200 sq.ft,,,,,,,
126,"25,000","Manjari Budruk, Pune",Fully Furnished,Ronal Nikalje,https://housing.com/rent/6235262-2000-sqft-2-bhk-independent-house-on-rent-in-manjari-budruk-pune,2 BHK Independent House for rent in Manjari Budruk,2000 sq.ft,,,,,,,
127,"10,000","Hinjawadi Village, Hinjewadi,Pune",Fully Furnished,Balaji Om Shiv Sai Home's,https://housing.com/rent/6304684-450-sqft-1-bhk-independent-house-on-rent-in-hinjewadi-pune,1 BHK Independent House for rent in Hinjewadi,450 sq.ft,,,,,,,
128,"15,000","Baner, Pune",Unfurnished,Omkar Tamhane,https://housing.com/rent/5111879-650-sqft-1-bhk-independent-house-on-rent-in-baner-pune,1 BHK Independent House for rent in Baner,650 sq.ft,,,,,,,
129,"6,000","Green Wood, Manjari Budruk, Pune",Unfurnished,Sunil,https://housing.com/rent/6238757-580-sqft-1-bhk-independent-house-on-rent-in-manjari-budruk-pune,1 BHK Independent House for rent in Manjari Budruk,580 sq.ft,,,,,,,
130,"9,000","Phulenagar, Yerawada,Pune",Unfurnished,Archana Samadhan Gayake,https://housing.com/rent/6613355-600-sqft-1-bhk-independent-house-on-rent-in-yerawada-pune,1 BHK Independent House for rent in Yerawada,600 sq.ft,,,,,,,
131,"18,000","Dhanori, Pune",Semi Furnished,Nestaway Technologies Pvt. Ltd.,https://housing.com/rent/6479040-850-sqft-1-bhk-independent-house-on-rent-in-lokhande-wasti-lane---2-pune,1 BHK Independent House for rent in Dhanori,850 sq.ft,,,,,,,
132,"25,000","Near kothrud city pride theater ,Kothrud, Pune",Unfurnished,Prasad Khanekar,https://housing.com/rent/6443416-1100-sqft-2-bhk-independent-house-on-rent-in-kothrud-pune,2 BHK Independent House for rent in Kothrud,1100 sq.ft,,,,,,,
133,"7,500","Devraj Residency,Sainikwadi, Wadgaon Sheri,Pune",Unfurnished,Suraj Nandgaokar,https://housing.com/rent/4792735-400-sqft-1-rk-independent-house-on-rent-in-wadgaon-sheri-pune,1 RK Independent House for rent in Wadgaon Sheri,400 sq.ft,,,,,,,
134,"12,000","Satale niwas,Keshav Nagar, Mundhwa,Pune",Semi Furnished,Angad,https://housing.com/rent/4632003-750-sqft-1-bhk-independent-house-on-rent-in-mundhwa-pune,1 BHK Independent House for rent in Mundhwa,750 sq.ft,,,,,,,
135,"8,000","Magarpatta City, Mundhwa,Pune",Semi Furnished,S. S. Bhandari,https://housing.com/rent/6717640-590-sqft-1-bhk-independent-house-on-rent-in-mundhwa-pune,1 BHK Independent House for rent in Mundhwa,590 sq.ft,,,,,,,
136,"22,000","Panchod ,Daund, Pune",Fully Furnished,Krishna,https://housing.com/rent/6482617-1000-sqft-2-bhk-independent-house-on-rent-in-balaji-nagar-pune,2 BHK Independent House for rent in Daund,1000 sq.ft,,,,,,,
137,"1,00,000","Clover Pinnacle Ridge, Mohammed Wadi, Pune",Fully Furnished,Haroon Shaikh,https://housing.com/rent/6649051-6000-sqft-5-bhk-independent-house-on-rent-in-mohammed-wadi-pune,5 BHK Independent House for rent in Mohammed Wadi,6000 sq.ft,,,,,,,
138,"20,000","Wireless colony,Wireless Colony, Aundh,Pune",Unfurnished,Sunil Khandagale,https://housing.com/rent/5992442-1200-sqft-2-bhk-independent-house-on-rent-in-aundh-pune,2 BHK Independent House for rent in Aundh,1200 sq.ft,,,,,,,
139,"17,000","Menkudle plaza ,Kranti Nagar, Pimple Gurav,Pune",Semi Furnished,Vedika Properties,https://housing.com/rent/4625762-1200-sqft-2-bhk-independent-house-on-rent-in-pimple-gurav-pune,2 BHK Independent House for rent in Pimple Gurav,1200 sq.ft,,,,,,,
140,"25,000","Shree Venkatesh Lake Vista, Shani Nagar, Ambegaon Budruk,Pune",Semi Furnished,Manasi Real Estate,https://housing.com/rent/5106526-1600-sqft-2-bhk-independent-house-on-rent-in-ambegaon-budruk-pune,2 BHK Independent House for rent in Ambegaon Budruk,1600 sq.ft,,,,,,,
141,"22,000","Dhankawadi, Pune",Semi Furnished,Radha Soni,https://housing.com/rent/6706620-1200-sqft-3-bhk-independent-house-on-rent-in-dhankawadi-pune,3 BHK Independent House for rent in Dhankawadi,1200 sq.ft,,,,,,,
142,"16,000","Sameer Appartment,Hanuman Nagar, Wadgaon Sheri,Pune",Unfurnished,Ajay Shukla,https://housing.com/rent/5011425-950-sqft-2-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,2 BHK Independent House for rent in Wadgaon Sheri,950 sq.ft,,,,,,,
143,"10,000","Hinjewadi Rajiv Gandhi Infotech Park, Hinjewadi,Pune",Unfurnished,Vaibhav Chaudhari,https://housing.com/rent/6679384-600-sqft-1-rk-independent-house-on-rent-in-hinjewadi-pune,1 RK Independent House for rent in Hinjewadi,600 sq.ft,,,,,,,
144,"18,000","Inawgle Villa,Vishal Nagar, Pimple Nilakh,Pune",Unfurnished,Rishi,https://housing.com/rent/5101615-1800-sqft-3-bhk-independent-house-on-rent-in-pimple-nilakh-pune,3 BHK Independent House for rent in Pimple Nilakh,1800 sq.ft,,,,,,,
145,"6,500","Pai Niwas,Chinchwad Gaon, Chinchwad,Pune",Unfurnished,Ronak Mutha,https://housing.com/rent/6641577-400-sqft-1-rk-independent-house-on-rent-in-chinchwad-pune,1 RK Independent House for rent in Chinchwad,400 sq.ft,,,,,,,
146,"25,000","Talegaon Dabhade, Pune",Semi Furnished,Homesphere Property Management Business,https://housing.com/rent/6558692-1800-sqft-3-bhk-independent-house-on-rent-in-talegaon-dabhade-pune,3 BHK Independent House for rent in Talegaon Dabhade,1800 sq.ft,,,,,,,
147,"25,000","tingre niwas,Indira Nagar, Dhanori,Pune",Unfurnished,Sachin Londhe,https://housing.com/rent/6706175-2000-sqft-3-bhk-independent-house-on-rent-in-tingre-nagar-pune,3 BHK Independent House for rent in Dhanori,2000 sq.ft,,,,,,,
148,"40,000","Mhada Colony, Viman Nagar,Pune",Fully Furnished,Kiran Bhalerao,https://housing.com/rent/6115830-1280-sqft-2-bhk-independent-house-on-rent-in-viman-nagar-pune,2 BHK Independent House for rent in Viman Nagar,1280 sq.ft,,,,,,,
149,"20,500","Raviraj Ozone Villas, Wagholi, Pune",Semi Furnished,Rajendra Patait,https://housing.com/rent/4980060-1700-sqft-2-bhk-independent-house-on-rent-in-wagholi-pune,2 BHK Independent House for rent in Wagholi,1700 sq.ft,,,,,,,
150,"1,00,000","own House,Pradhikaran, Nigdi,Pune",Fully Furnished,DHANANJAY MOHITE,https://housing.com/rent/6420455-5000-sqft-5-bhk-independent-house-on-rent-in-nigdi-pune,5 BHK Independent House for rent in Nigdi,5000 sq.ft,,,,,,,
151,"25,000","Hinjewadi, Pune",Unfurnished,Archana Enetrprises (Deepak),https://housing.com/rent/1847390-2300-sqft-3-bhk-independent-house-on-rent-in-hinjewadi-pune,3 BHK Independent House for rent in Hinjewadi,2300 sq.ft,,,,,,,
152,"13,000","NSG Shraddha The Royal Mirage, Hinjawadi Village, Hinjewadi,Pune",Semi Furnished,Propline Consultancy Services,https://housing.com/rent/6719466-650-sqft-1-bhk-independent-house-on-rent-in-hinjewadi-pune,1 BHK Independent House for rent in Hinjewadi,650 sq.ft,,,,,,,
153,"1,00,000","Sahawas Society,Ganesh Nagar, Karve Nagar,Pune",Semi Furnished,Rajesh Paralkar,https://housing.com/rent/5633039-3000-sqft-5-bhk-independent-house-on-rent-in-karve-nagar-pune,5 BHK Independent House for rent in Karve Nagar,3000 sq.ft,,,,,,,
154,"13,000","Chandan Nagar, Pune",Semi Furnished,Alex Automation And Homes,https://housing.com/rent/6707979-980-sqft-2-bhk-independent-house-on-rent-in-chandan-nagar-pune,2 BHK Independent House for rent in Chandan Nagar,980 sq.ft,,,,,,,
155,"16,000","Jai Ganesh Residency, Sukhsagar Nagar, Katraj,Pune",Semi Furnished,Prafull Dhamal,https://housing.com/rent/5501156-1130-sqft-2-bhk-independent-house-on-rent-in-katraj-pune,2 BHK Independent House for rent in Katraj,1130 sq.ft,,,,,,,
156,"14,500","Krisala 41 Estera, Rasikwadi, Punawale,Pune",Semi Furnished,Rohan Vora,https://housing.com/rent/6541139-942-sqft-2-bhk-independent-house-on-rent-in-punawale-pune,2 BHK Independent House for rent in Punawale,942 sq.ft,,,,,,,
157,"12,000","near swargate,Sahakar Nagar, Bibwewadi,Pune",Semi Furnished,(PG) Jayesh Nigade,https://housing.com/rent/6592018-350-sqft-1-rk-independent-house-on-rent-in-bibwewadi-pune,1 RK Independent House for rent in Bibwewadi,350 sq.ft,,,,,,,
158,"45,000","Mahatma Society,Alkapuri Society, Kothrud,Pune",Fully Furnished,Rohit Mokate,https://housing.com/rent/3946570-2500-sqft-3-bhk-independent-house-on-rent-in-kothrud-pune,3 BHK Independent House for rent in Kothrud,2500 sq.ft,,,,,,,
159,"9,500","Laxmi Nagar, Pimple Gurav,Pune",Unfurnished,Mahesh,https://housing.com/rent/6304876-650-sqft-1-bhk-independent-house-on-rent-in-pimple-gurav-pune,1 BHK Independent House for rent in Pimple Gurav,650 sq.ft,,,,,,,
160,"6,000","Chandrabhaga Nagar, Dhankawadi,Pune",Unfurnished,Manoj Khatal,https://housing.com/rent/5642692-620-sqft-1-bhk-independent-house-on-rent-in-dhankawadi-pune,1 BHK Independent House for rent in Dhankawadi,620 sq.ft,,,,,,,
161,"10,000","Rambagh Colony, Rahatani,Pune",Semi Furnished,Keshav Kolapkar,https://housing.com/rent/6217825-600-sqft-1-bhk-independent-house-on-rent-in-rahatani-pune,1 BHK Independent House for rent in Rahatani,600 sq.ft,,,,,,,
162,"11,000","Shri sai,Eklavya Colony, Kothrud,Pune",Unfurnished,Dinesh Khatate,https://housing.com/rent/4992168-500-sqft-1-bhk-independent-house-on-rent-in-kothrud-pune,1 BHK Independent House for rent in Kothrud,500 sq.ft,,,,,,,
163,"7,000","Vrandavan nivas,Manjari Budruk, Pune",Unfurnished,Balaji G,https://housing.com/rent/6150010-800-sqft-2-bhk-independent-house-on-rent-in-manjari-budruk-pune,2 BHK Independent House for rent in Manjari Budruk,800 sq.ft,,,,,,,
164,"45,000"," Anurag Society,Mahatma Society, Kothrud,Pune",Unfurnished,Pinaki Jayakar,https://housing.com/rent/4638880-3000-sqft-4-bhk-independent-house-on-rent-in-kothrud-pune,4 BHK Independent House for rent in Kothrud,3000 sq.ft,,,,,,,
165,"10,000","Matoshree chinchwad gaon ,Chinchwad Gaon, Chinchwad,Pune",Semi Furnished,SK's Reality,https://housing.com/rent/5086659-700-sqft-1-bhk-independent-house-on-rent-in-chinchwad-pune,1 BHK Independent House for rent in Chinchwad,700 sq.ft,,,,,,,
166,"38,000","Rohan Mithila, Mhada Colony, Viman Nagar,Pune",Semi Furnished,Sanat Thakur,https://housing.com/rent/4285351-1790-sqft-2-bhk-independent-house-on-rent-in-viman-nagar-pune,2 BHK Independent House for rent in Viman Nagar,1790 sq.ft,,,,,,,
167,"16,500","Somnath Nagar, Wadgaon Sheri,Pune",Fully Furnished,Infra Nest,https://housing.com/rent/5308363-650-sqft-1-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,1 BHK Independent House for rent in Wadgaon Sheri,650 sq.ft,,,,,,,
168,"30,000","Mittal Upper Crest, Nyati County, Mohammed Wadi,Pune",Fully Furnished,M&M Consultancy,https://housing.com/rent/4674571-1400-sqft-3-bhk-independent-house-on-rent-in-mohammed-wadi-pune,3 BHK Independent House for rent in Mohammed Wadi,1400 sq.ft,,,,,,,
169,"34,000","Kolte Patil Life Republic Sector R2 2nd Avenue, Hinjewadi, Pune",Semi Furnished,Pooja Kapare,https://housing.com/rent/6549658-1800-sqft-4-bhk-independent-house-on-rent-in-hinjewadi-pune,4 BHK Independent House for rent in Hinjewadi,1800 sq.ft,,,,,,,
170,"8,000","Gangotri Park,Sai Vittal Nagar, Bhosari,Pune",Unfurnished,Kailas Wadghule,https://housing.com/rent/4750791-550-sqft-1-bhk-independent-house-on-rent-in-bhosari-pune,1 BHK Independent House for rent in Bhosari,550 sq.ft,,,,,,,
171,"29,500","Dreams Belle Vue, Bavdhan, Pune",Unfurnished,Metro Space Reality,https://housing.com/rent/6687676-1100-sqft-2-bhk-independent-house-on-rent-in-bavdhan-pune,2 BHK Independent House for rent in Bavdhan,1100 sq.ft,,,,,,,
172,"45,000","Kolte Patil Life Republic Sector R2 2nd Avenue, Hinjewadi, Pune",Fully Furnished,Landmark Consultants,https://housing.com/rent/3514248-3000-sqft-4-bhk-independent-house-on-rent-in-hinjewadi-pune,4 BHK Independent House for rent in Hinjewadi,3000 sq.ft,,,,,,,
173,"3,500","Hingne Budrukh, Karve Nagar,Pune",Fully Furnished,Sumit,https://housing.com/rent/6533249-500-sqft-1-rk-independent-house-on-rent-in-karve-nagar-pune,1 RK Independent House for rent in Karve Nagar,500 sq.ft,,,,,,,
174,"3,000","Pradhikaran, Nigdi,Pune",Semi Furnished,Mohan Kari,https://housing.com/rent/6307524-400-sqft-1-rk-independent-house-on-rent-in-nigdi-pune,1 RK Independent House for rent in Nigdi,400 sq.ft,,,,,,,
175,"6,500","Sanjay Park, Pune",Unfurnished,Mujaawar S M,https://housing.com/rent/5033082-275-sqft-1-rk-independent-house-on-rent-in-sanjay-park-pune,1 RK Independent House for rent in Sanjay Park,275 sq.ft,,,,,,,
176,"15,000","Aundh ,Wireless Colony, Aundh,Pune",Unfurnished,Axiom Realtors,https://housing.com/rent/6077041-900-sqft-1-bhk-independent-house-on-rent-in-aundh-pune,1 BHK Independent House for rent in Aundh,900 sq.ft,,,,,,,
177,"15,000","Ashoka Nagar, Kharadi,Pune",Semi Furnished,Prashant Dhamdhere,https://housing.com/rent/6702973-650-sqft-1-bhk-independent-house-on-rent-in-kharadi-pune,1 BHK Independent House for rent in Kharadi,650 sq.ft,,,,,,,
178,"7,500","Jadhav Nagar, Mundhwa,Pune",Semi Furnished,Kiran Dubal,https://housing.com/rent/4223722-650-sqft-1-bhk-independent-house-on-rent-in-mundhwa-pune,1 BHK Independent House for rent in Mundhwa,650 sq.ft,,,,,,,
179,"6,000","Bibwewadi, Pune",Unfurnished,Swapnil Mali,https://housing.com/rent/5963252-550-sqft-1-rk-independent-house-on-rent-in-bibwewadi-pune,1 RK Independent House for rent in Bibwewadi,550 sq.ft,,,,,,,
180,"21,000","Palace Orchard CHS, Palace Orchard, Mohammed Wadi,Pune",Unfurnished,Parvez,https://housing.com/rent/6327318-3000-sqft-3-bhk-independent-house-on-rent-in-mohammed-wadi-pune,3 BHK Independent House for rent in Mohammed Wadi,3000 sq.ft,,,,,,,
181,"7,000","Individual Bungalow Wadgaon Sheri ,Wadgaon Sheri, Pune",Unfurnished,21st Century Properties,https://housing.com/rent/6040399-400-sqft-1-rk-independent-house-on-rent-in-wadgaon-sheri-pune,1 RK Independent House for rent in Wadgaon Sheri,400 sq.ft,,,,,,,
182,"30,000","Shimrnshine,Hingne Khurd, Pune",Unfurnished,A Square Real Estate Consultant.,https://housing.com/rent/6567004-1600-sqft-3-bhk-independent-house-on-rent-in-hingne-khurd-pune,3 BHK Independent House for rent in Hingne Khurd,1600 sq.ft,,,,,,,
183,"20,000","Somatane, Pune",Semi Furnished,MY HOMES GATEWAY,https://housing.com/rent/1671454-3200-sqft-2-bhk-independent-house-on-rent-in-somatane-pune,2 BHK Independent House for rent in Somatane,3200 sq.ft,,,,,,,
184,"35,000","matruchaya society,Nilanjali Society, Kalyani Nagar,Pune",Semi Furnished,Athwani Properties,https://housing.com/rent/6730754-1300-sqft-2-bhk-independent-house-on-rent-in-new-kalyani-nagar-pune,2 BHK Independent House for rent in Kalyani Nagar,1300 sq.ft,,,,,,,
185,"26,000","On Request ,Nilanjali Society, Kalyani Nagar,Pune",Semi Furnished,Nasir Khan,https://housing.com/rent/4792744-1400-sqft-3-bhk-independent-house-on-rent-in-new-kalyani-nagar-pune,3 BHK Independent House for rent in Kalyani Nagar,1400 sq.ft,,,,,,,
186,"1,60,000","Lodha Belmondo, Gahunje, Pune",Unfurnished,Royal Properties,https://housing.com/rent/6086828-3500-sqft-5-bhk-independent-house-on-rent-in-gahunje-pune,5 BHK Independent House for rent in Gahunje,3500 sq.ft,,,,,,,
187,"9,500","Ram Nagar, Pimple Gurav,Pune",Semi Furnished,Raosaheb Patil,https://housing.com/rent/6567355-630-sqft-1-bhk-independent-house-on-rent-in-pimple-gurav-pune,1 BHK Independent House for rent in Pimple Gurav,630 sq.ft,,,,,,,
188,"75,000","clover garden,Koregaon Park, Pune",Fully Furnished,Raj Singh,https://housing.com/rent/2189306-2400-sqft-4-bhk-independent-house-on-rent-in-koregaon-park-pune,4 BHK Independent House for rent in Koregaon Park,2400 sq.ft,,,,,,,
